,date,days_before,bookings,weather_temp,weather_rain,weather_available,visitors,bookings_increase
49,2010-05-13,7,967.0,12.5,1.0,1,1837,0.9
50,2010-05-13,10,875.0,0.0,0.0,0,1837,1.1
51,2010-05-13,21,649.0,0.0,0.0,0,1837,1.83
52,2010-05-14,4,1216.0,15.5,1.0,1,2772,1.28
53,2010-05-14,7,718.0,15.5,1.0,1,2772,2.86
54,2010-05-14,10,645.0,0.0,0.0,0,2772,3.3
55,2010-05-14,21,500.0,0.0,0.0,0,2772,4.54
56,2010-05-15,4,1835.0,20.6,0.0,1,3835,1.09
57,2010-05-15,7,1379.0,20.6,0.0,1,3835,1.78
58,2010-05-15,10,1229.0,0.0,0.0,0,3835,2.12
59,2010-05-15,21,880.0,0.0,0.0,0,3835,3.36
60,2010-05-16,4,709.0,12.9,0.0,1,1355,0.91
61,2010-05-16,7,555.0,12.9,0.0,1,1355,1.44
62,2010-05-16,10,506.0,0.0,0.0,0,1355,1.68
63,2010-05-16,21,377.0,0.0,0.0,0,1355,2.59
64,2010-05-17,4,174.0,16.6,0.0,1,332,0.91
65,2010-05-17,7,136.0,16.6,0.0,1,332,1.44
66,2010-05-17,10,124.0,0.0,0.0,0,332,1.68
67,2010-05-17,21,92.0,0.0,0.0,0,332,2.59
68,2010-05-18,4,151.0,21.5,1.0,1,386,1.56
69,2010-05-18,7,130.0,21.5,1.0,1,386,1.96
70,2010-05-18,10,110.0,0.0,0.0,0,386,2.52
71,2010-05-18,21,75.0,0.0,0.0,0,386,4.17
72,2010-05-19,4,168.0,20.8,1.0,1,376,1.24
73,2010-05-19,7,143.0,20.8,1.0,1,376,1.63
74,2010-05-19,10,129.0,0.0,0.0,0,376,1.92
75,2010-05-19,21,98.0,0.0,0.0,0,376,2.84
76,2010-05-20,4,258.0,23.1,0.0,1,603,1.34
77,2010-05-20,7,212.0,23.1,0.0,1,603,1.84
78,2010-05-20,10,192.0,0.0,0.0,0,603,2.14
79,2010-05-20,21,146.0,0.0,0.0,0,603,3.12
80,2010-05-21,4,325.0,23.1,0.0,1,633,0.95
81,2010-05-21,7,246.0,23.1,0.0,1,633,1.57
82,2010-05-21,10,206.0,0.0,0.0,0,633,2.08
83,2010-05-21,21,78.0,0.0,0.0,0,633,7.15
84,2010-05-23,4,858.0,18.2,1.0,1,1638,0.91
85,2010-05-23,7,671.0,18.2,1.0,1,1638,1.44
86,2010-05-23,10,611.0,0.0,0.0,0,1638,1.68
87,2010-05-23,21,456.0,0.0,0.0,0,1638,2.59
88,2010-05-24,4,280.0,17.8,0.0,1,534,0.91
89,2010-05-24,7,219.0,17.8,0.0,1,534,1.44
90,2010-05-24,10,199.0,0.0,0.0,0,534,1.68
91,2010-05-24,21,149.0,0.0,0.0,0,534,2.59
92,2010-05-25,4,212.0,13.7,1.0,1,405,0.91
93,2010-05-25,7,166.0,13.7,1.0,1,405,1.44
94,2010-05-25,10,151.0,0.0,0.0,0,405,1.68
95,2010-05-25,21,113.0,0.0,0.0,0,405,2.59
96,2010-05-26,4,240.0,14.9,0.0,1,396,0.65
97,2010-05-26,7,206.0,14.9,0.0,1,396,0.92
98,2010-05-26,10,174.0,0.0,0.0,0,396,1.27
99,2010-05-26,21,108.0,0.0,0.0,0,396,2.67
100,2010-05-27,4,202.0,16.9,0.0,1,404,1.0
101,2010-05-27,7,170.0,16.9,0.0,1,404,1.37
102,2010-05-27,10,152.0,0.0,0.0,0,404,1.65
103,2010-05-27,21,114.0,0.0,0.0,0,404,2.53
104,2010-05-28,4,670.0,15.8,1.0,1,1012,0.51
105,2010-05-28,7,547.0,15.8,1.0,1,1012,0.85
106,2010-05-28,10,464.0,0.0,0.0,0,1012,1.18
107,2010-05-28,21,196.0,0.0,0.0,0,1012,4.16
108,2010-05-29,4,1615.0,15.8,1.0,1,3359,1.08
109,2010-05-29,7,1322.0,15.8,1.0,1,3359,1.54
110,2010-05-29,10,1143.0,0.0,0.0,0,3359,1.94
111,2010-05-29,21,807.0,0.0,0.0,0,3359,3.16
112,2010-05-30,4,1094.0,17.7,0.0,1,2089,0.91
113,2010-05-30,7,856.0,17.7,0.0,1,2089,1.44
114,2010-05-30,10,779.0,0.0,0.0,0,2089,1.68
115,2010-05-30,21,582.0,0.0,0.0,0,2089,2.59
116,2010-05-31,4,324.0,18.1,0.0,1,618,0.91
117,2010-05-31,7,253.0,18.1,0.0,1,618,1.44
118,2010-05-31,10,231.0,0.0,0.0,0,618,1.68
119,2010-05-31,21,172.0,0.0,0.0,0,618,2.59
120,2010-06-01,4,344.0,18.7,0.0,1,657,0.91
121,2010-06-01,7,269.0,18.7,0.0,1,657,1.44
122,2010-06-01,10,245.0,0.0,0.0,0,657,1.68
123,2010-06-01,21,183.0,0.0,0.0,0,657,2.59
124,2010-06-02,4,188.0,23.3,0.0,1,419,1.23
125,2010-06-02,7,171.0,23.3,0.0,1,419,1.45
126,2010-06-02,10,155.0,0.0,0.0,0,419,1.7
127,2010-06-02,21,119.0,0.0,0.0,0,419,2.53
128,2010-06-03,4,306.0,22.5,0.0,1,616,1.01
129,2010-06-03,7,255.0,22.5,0.0,1,616,1.42
130,2010-06-03,10,223.0,0.0,0.0,0,616,1.76
131,2010-06-03,21,165.0,0.0,0.0,0,616,2.73
132,2010-06-04,4,550.0,20.3,0.0,1,1112,1.02
133,2010-06-04,7,458.0,20.3,0.0,1,1112,1.43
134,2010-06-04,10,412.0,0.0,0.0,0,1112,1.7
135,2010-06-04,21,335.0,0.0,0.0,0,1112,2.32
136,2010-06-05,4,1756.0,19.2,0.0,1,4161,1.37
137,2010-06-05,7,1415.0,19.2,0.0,1,4161,1.94
138,2010-06-05,10,1250.0,0.0,0.0,0,4161,2.33
139,2010-06-05,21,944.0,0.0,0.0,0,4161,3.41
140,2010-06-06,4,991.0,22.2,0.0,1,2627,1.65
141,2010-06-06,7,722.0,22.2,0.0,1,2627,2.64
142,2010-06-06,10,598.0,0.0,0.0,0,2627,3.39
143,2010-06-06,21,431.0,0.0,0.0,0,2627,5.09
144,2010-06-07,4,740.0,13.6,1.0,1,1362,0.84
145,2010-06-07,7,664.0,13.6,1.0,1,1362,1.05
146,2010-06-07,10,592.0,0.0,0.0,0,1362,1.3
147,2010-06-07,21,468.0,0.0,0.0,0,1362,1.91
148,2010-06-08,4,651.0,17.8,0.0,1,1412,1.17
149,2010-06-08,7,606.0,17.8,0.0,1,1412,1.33
150,2010-06-08,10,556.0,0.0,0.0,0,1412,1.54
151,2010-06-08,21,419.0,0.0,0.0,0,1412,2.37
152,2010-06-09,4,653.0,16.8,1.0,1,1358,1.08
153,2010-06-09,7,575.0,16.8,1.0,1,1358,1.36
154,2010-06-09,10,514.0,0.0,0.0,0,1358,1.64
155,2010-06-09,21,372.0,0.0,0.0,0,1358,2.65
156,2010-06-10,4,491.0,16.8,0.0,1,937,0.91
157,2010-06-10,7,428.0,16.8,0.0,1,937,1.19
158,2010-06-10,10,387.0,0.0,0.0,0,937,1.42
159,2010-06-10,21,311.0,0.0,0.0,0,937,2.01
160,2010-06-11,4,589.0,14.1,1.0,1,1279,1.17
161,2010-06-11,7,506.0,14.1,1.0,1,1279,1.53
162,2010-06-11,10,463.0,0.0,0.0,0,1279,1.76
163,2010-06-11,21,370.0,0.0,0.0,0,1279,2.46
164,2010-06-12,4,1953.0,16.2,0.0,1,3965,1.03
165,2010-06-12,7,1652.0,16.2,0.0,1,3965,1.4
166,2010-06-12,10,1479.0,0.0,0.0,0,3965,1.68
167,2010-06-12,21,1130.0,0.0,0.0,0,3965,2.51
168,2010-06-13,4,1220.0,20.0,0.0,1,2574,1.11
169,2010-06-13,7,1055.0,20.0,0.0,1,2574,1.44
170,2010-06-13,10,946.0,0.0,0.0,0,2574,1.72
171,2010-06-13,21,738.0,0.0,0.0,0,2574,2.49
172,2010-06-14,4,947.0,17.9,0.0,1,1808,0.91
173,2010-06-14,7,841.0,17.9,0.0,1,1808,1.15
174,2010-06-14,10,741.0,0.0,0.0,0,1808,1.44
175,2010-06-14,21,567.0,0.0,0.0,0,1808,2.19
176,2010-06-15,4,823.0,18.8,0.0,1,1785,1.17
177,2010-06-15,7,750.0,18.8,0.0,1,1785,1.38
178,2010-06-15,10,669.0,0.0,0.0,0,1785,1.67
179,2010-06-15,21,534.0,0.0,0.0,0,1785,2.34
180,2010-06-16,4,1428.0,21.1,0.0,1,2157,0.51
181,2010-06-16,7,1284.0,21.1,0.0,1,2157,0.68
182,2010-06-16,10,1172.0,0.0,0.0,0,2157,0.84
183,2010-06-16,21,976.0,0.0,0.0,0,2157,1.21
184,2010-06-17,4,1191.0,23.3,0.0,1,2275,0.91
185,2010-06-17,7,1039.0,23.3,0.0,1,2275,1.19
186,2010-06-17,10,956.0,0.0,0.0,0,2275,1.38
187,2010-06-17,21,743.0,0.0,0.0,0,2275,2.06
188,2010-06-18,4,1356.0,19.3,1.0,1,1885,0.39
189,2010-06-18,7,1164.0,19.3,1.0,1,1885,0.62
190,2010-06-18,10,1059.0,0.0,0.0,0,1885,0.78
191,2010-06-18,21,834.0,0.0,0.0,0,1885,1.26
192,2010-06-19,4,2022.0,17.1,0.0,1,4975,1.46
193,2010-06-19,7,1681.0,17.1,0.0,1,4975,1.96
194,2010-06-19,10,1463.0,0.0,0.0,0,4975,2.4
195,2010-06-19,21,951.0,0.0,0.0,0,4975,4.23
196,2010-06-20,4,1556.0,17.6,1.0,1,3050,0.96
197,2010-06-20,7,1303.0,17.6,1.0,1,3050,1.34
198,2010-06-20,10,1151.0,0.0,0.0,0,3050,1.65
199,2010-06-20,21,884.0,0.0,0.0,0,3050,2.45
200,2010-06-21,4,973.0,17.7,0.0,1,2062,1.12
201,2010-06-21,7,845.0,17.7,0.0,1,2062,1.44
202,2010-06-21,10,739.0,0.0,0.0,0,2062,1.79
203,2010-06-21,21,566.0,0.0,0.0,0,2062,2.64
204,2010-06-22,4,1152.0,22.4,0.0,1,2649,1.3
205,2010-06-22,7,1023.0,22.4,0.0,1,2649,1.59
206,2010-06-22,10,895.0,0.0,0.0,0,2649,1.96
207,2010-06-22,21,603.0,0.0,0.0,0,2649,3.39
208,2010-06-23,4,988.0,23.4,0.0,1,2272,1.3
209,2010-06-23,7,857.0,23.4,0.0,1,2272,1.65
210,2010-06-23,10,740.0,0.0,0.0,0,2272,2.07
211,2010-06-23,21,497.0,0.0,0.0,0,2272,3.57
212,2010-06-24,4,761.0,23.6,0.0,1,1613,1.12
213,2010-06-24,7,633.0,23.6,0.0,1,1613,1.55
214,2010-06-24,10,564.0,0.0,0.0,0,1613,1.86
215,2010-06-24,21,392.0,0.0,0.0,0,1613,3.11
216,2010-06-25,4,790.0,22.9,0.0,1,1573,0.99
217,2010-06-25,7,639.0,22.9,0.0,1,1573,1.46
218,2010-06-25,10,572.0,0.0,0.0,0,1573,1.75
219,2010-06-25,21,402.0,0.0,0.0,0,1573,2.91
220,2010-06-26,4,1820.0,22.3,0.0,1,3386,0.86
221,2010-06-26,7,1518.0,22.3,0.0,1,3386,1.23
222,2010-06-26,10,1371.0,0.0,0.0,0,3386,1.47
223,2010-06-26,21,965.0,0.0,0.0,0,3386,2.51
224,2010-06-27,4,1586.0,26.0,0.0,1,2950,0.86
225,2010-06-27,7,1372.0,26.0,0.0,1,2950,1.15
226,2010-06-27,10,1250.0,0.0,0.0,0,2950,1.36
227,2010-06-27,21,949.0,0.0,0.0,0,2950,2.11
228,2010-06-28,4,1380.0,26.1,0.0,1,2677,0.94
229,2010-06-28,7,1228.0,26.1,0.0,1,2677,1.18
230,2010-06-28,10,1106.0,0.0,0.0,0,2677,1.42
231,2010-06-28,21,837.0,0.0,0.0,0,2677,2.2
232,2010-06-29,4,1726.0,27.2,0.0,1,3762,1.18
233,2010-06-29,7,1499.0,27.2,0.0,1,3762,1.51
234,2010-06-29,10,1348.0,0.0,0.0,0,3762,1.79
235,2010-06-29,21,1054.0,0.0,0.0,0,3762,2.57
236,2010-06-30,4,2024.0,24.0,0.0,1,3785,0.87
237,2010-06-30,7,1846.0,24.0,0.0,1,3785,1.05
238,2010-06-30,10,1682.0,0.0,0.0,0,3785,1.25
239,2010-06-30,21,1266.0,0.0,0.0,0,3785,1.99
240,2010-07-01,4,1726.0,22.7,0.0,1,3625,1.1
241,2010-07-01,7,1523.0,22.7,0.0,1,3625,1.38
242,2010-07-01,10,1378.0,0.0,0.0,0,3625,1.63
243,2010-07-01,21,1066.0,0.0,0.0,0,3625,2.4
244,2010-07-02,4,1469.0,26.9,0.0,1,2849,0.94
245,2010-07-02,7,1261.0,26.9,0.0,1,2849,1.26
246,2010-07-02,10,1158.0,0.0,0.0,0,2849,1.46
247,2010-07-02,21,869.0,0.0,0.0,0,2849,2.28
248,2010-07-03,4,2273.0,31.0,0.0,1,4706,1.07
249,2010-07-03,7,1831.0,31.0,0.0,1,4706,1.57
250,2010-07-03,10,1645.0,0.0,0.0,0,4706,1.86
251,2010-07-03,21,1120.0,0.0,0.0,0,4706,3.2
252,2010-07-04,4,1436.0,29.8,0.0,1,3159,1.2
253,2010-07-04,7,1215.0,29.8,0.0,1,3159,1.6
254,2010-07-04,10,1060.0,0.0,0.0,0,3159,1.98
255,2010-07-04,21,838.0,0.0,0.0,0,3159,2.77
256,2010-07-05,4,1662.0,26.4,0.0,1,4206,1.53
257,2010-07-05,7,1411.0,26.4,0.0,1,4206,1.98
258,2010-07-05,10,1252.0,0.0,0.0,0,4206,2.36
259,2010-07-05,21,971.0,0.0,0.0,0,4206,3.33
260,2010-07-06,4,2515.0,22.6,1.0,1,6287,1.5
261,2010-07-06,7,2146.0,22.6,1.0,1,6287,1.93
262,2010-07-06,10,1877.0,0.0,0.0,0,6287,2.35
263,2010-07-06,21,1462.0,0.0,0.0,0,6287,3.3
264,2010-07-07,4,2612.0,25.1,0.0,1,5433,1.08
265,2010-07-07,7,2122.0,25.1,0.0,1,5433,1.56
266,2010-07-07,10,1867.0,0.0,0.0,0,5433,1.91
267,2010-07-07,21,1411.0,0.0,0.0,0,5433,2.85
268,2010-07-08,4,2091.0,26.5,0.0,1,5185,1.48
269,2010-07-08,7,1662.0,26.5,0.0,1,5185,2.12
270,2010-07-08,10,1461.0,0.0,0.0,0,5185,2.55
271,2010-07-08,21,1019.0,0.0,0.0,0,5185,4.09
272,2010-07-09,4,1924.0,26.7,0.0,1,4386,1.28
273,2010-07-09,7,1523.0,26.7,0.0,1,4386,1.88
274,2010-07-09,10,1375.0,0.0,0.0,0,4386,2.19
275,2010-07-09,21,975.0,0.0,0.0,0,4386,3.5
276,2010-07-10,4,2336.0,33.8,0.0,1,5163,1.21
277,2010-07-10,7,1898.0,33.8,0.0,1,5163,1.72
278,2010-07-10,10,1671.0,0.0,0.0,0,5163,2.09
279,2010-07-10,21,1314.0,0.0,0.0,0,5163,2.93
280,2010-07-11,4,1659.0,32.8,0.0,1,3933,1.37
281,2010-07-11,7,1410.0,32.8,0.0,1,3933,1.79
282,2010-07-11,10,1257.0,0.0,0.0,0,3933,2.13
283,2010-07-11,21,986.0,0.0,0.0,0,3933,2.99
284,2010-07-12,4,2568.0,30.6,0.0,1,4982,0.94
285,2010-07-12,7,2224.0,30.6,0.0,1,4982,1.24
286,2010-07-12,10,1954.0,0.0,0.0,0,4982,1.55
287,2010-07-12,21,1542.0,0.0,0.0,0,4982,2.23
288,2010-07-13,4,2089.0,32.1,1.0,1,5558,1.66
289,2010-07-13,7,1799.0,32.1,1.0,1,5558,2.09
290,2010-07-13,10,1557.0,0.0,0.0,0,5558,2.57
291,2010-07-13,21,1173.0,0.0,0.0,0,5558,3.74
292,2010-07-14,4,2819.0,26.1,0.0,1,6962,1.47
293,2010-07-14,7,2352.0,26.1,0.0,1,6962,1.96
294,2010-07-14,10,2006.0,0.0,0.0,0,6962,2.47
295,2010-07-14,21,1433.0,0.0,0.0,0,6962,3.86
296,2010-07-15,4,2052.0,28.4,1.0,1,5457,1.66
297,2010-07-15,7,1654.0,28.4,1.0,1,5457,2.3
298,2010-07-15,10,1429.0,0.0,0.0,0,5457,2.82
299,2010-07-15,21,959.0,0.0,0.0,0,5457,4.69
300,2010-07-16,4,2589.0,26.9,0.0,1,5023,0.94
301,2010-07-16,7,2076.0,26.9,0.0,1,5023,1.42
302,2010-07-16,10,1813.0,0.0,0.0,0,5023,1.77
303,2010-07-16,21,1237.0,0.0,0.0,0,5023,3.06
304,2010-07-17,4,2274.0,24.5,1.0,1,5161,1.27
305,2010-07-17,7,1830.0,24.5,1.0,1,5161,1.82
306,2010-07-17,10,1598.0,0.0,0.0,0,5161,2.23
307,2010-07-17,21,1129.0,0.0,0.0,0,5161,3.57
308,2010-07-18,4,2127.0,22.6,0.0,1,5510,1.59
309,2010-07-18,7,1744.0,22.6,0.0,1,5510,2.16
310,2010-07-18,10,1574.0,0.0,0.0,0,5510,2.5
311,2010-07-18,21,1249.0,0.0,0.0,0,5510,3.41
312,2010-07-19,4,2988.0,22.9,0.0,1,7350,1.46
313,2010-07-19,7,2500.0,22.9,0.0,1,7350,1.94
314,2010-07-19,10,2283.0,0.0,0.0,0,7350,2.22
315,2010-07-19,21,1851.0,0.0,0.0,0,7350,2.97
316,2010-07-20,4,3725.0,26.9,0.0,1,9425,1.53
317,2010-07-20,7,3261.0,26.9,0.0,1,9425,1.89
318,2010-07-20,10,2945.0,0.0,0.0,0,9425,2.2
319,2010-07-20,21,2197.0,0.0,0.0,0,9425,3.29
320,2010-07-21,4,3315.0,27.4,0.0,1,7956,1.4
321,2010-07-21,7,2883.0,27.4,0.0,1,7956,1.76
322,2010-07-21,10,2510.0,0.0,0.0,0,7956,2.17
323,2010-07-21,21,1780.0,0.0,0.0,0,7956,3.47
324,2010-07-22,4,3430.0,25.1,1.0,1,7648,1.23
325,2010-07-22,7,2812.0,25.1,1.0,1,7648,1.72
326,2010-07-22,10,2413.0,0.0,0.0,0,7648,2.17
327,2010-07-22,21,1645.0,0.0,0.0,0,7648,3.65
328,2010-07-23,4,2647.0,18.3,0.0,1,7226,1.73
329,2010-07-23,7,2125.0,18.3,0.0,1,7226,2.4
330,2010-07-23,10,1771.0,0.0,0.0,0,7226,3.08
331,2010-07-23,21,1244.0,0.0,0.0,0,7226,4.81
332,2010-07-24,4,3010.0,17.3,1.0,1,7585,1.52
333,2010-07-24,7,2487.0,17.3,1.0,1,7585,2.05
334,2010-07-24,10,2205.0,0.0,0.0,0,7585,2.44
335,2010-07-24,21,1642.0,0.0,0.0,0,7585,3.62
336,2010-07-25,4,1624.0,17.9,1.0,1,3572,1.2
337,2010-07-25,7,1401.0,17.9,1.0,1,3572,1.55
338,2010-07-25,10,1262.0,0.0,0.0,0,3572,1.83
339,2010-07-25,21,963.0,0.0,0.0,0,3572,2.71
340,2010-07-26,4,2741.0,17.6,0.0,1,7566,1.76
341,2010-07-26,7,2456.0,17.6,0.0,1,7566,2.08
342,2010-07-26,10,2259.0,0.0,0.0,0,7566,2.35
343,2010-07-26,21,1755.0,0.0,0.0,0,7566,3.31
344,2010-07-27,4,4372.0,25.8,0.0,1,10187,1.33
345,2010-07-27,7,3844.0,25.8,0.0,1,10187,1.65
346,2010-07-27,10,3489.0,0.0,0.0,0,10187,1.92
347,2010-07-27,21,2632.0,0.0,0.0,0,10187,2.87
348,2010-07-28,4,3500.0,24.6,1.0,1,9274,1.65
349,2010-07-28,7,2916.0,24.6,1.0,1,9274,2.18
350,2010-07-28,10,2500.0,0.0,0.0,0,9274,2.71
351,2010-07-28,21,1818.0,0.0,0.0,0,9274,4.1
352,2010-07-29,4,1465.0,19.4,1.0,1,4601,2.14
353,2010-07-29,7,1162.0,19.4,1.0,1,4601,2.96
354,2010-07-29,10,963.0,0.0,0.0,0,4601,3.78
355,2010-07-29,21,705.0,0.0,0.0,0,4601,5.53
356,2010-07-30,4,2732.0,20.7,1.0,1,6010,1.2
357,2010-07-30,7,1990.0,20.7,1.0,1,6010,2.02
358,2010-07-30,10,1703.0,0.0,0.0,0,6010,2.53
359,2010-07-30,21,1192.0,0.0,0.0,0,6010,4.04
360,2010-07-31,4,2992.0,22.3,0.0,1,7599,1.54
361,2010-07-31,7,2141.0,22.3,0.0,1,7599,2.55
362,2010-07-31,10,1849.0,0.0,0.0,0,7599,3.11
363,2010-07-31,21,1350.0,0.0,0.0,0,7599,4.63
364,2010-08-01,4,1676.0,22.9,1.0,1,4675,1.79
365,2010-08-01,7,1313.0,22.9,1.0,1,4675,2.56
366,2010-08-01,10,1151.0,0.0,0.0,0,4675,3.06
367,2010-08-01,21,871.0,0.0,0.0,0,4675,4.37
368,2010-08-02,4,1367.0,18.2,1.0,1,3404,1.49
369,2010-08-02,7,1135.0,18.2,1.0,1,3404,2.0
370,2010-08-02,10,1004.0,0.0,0.0,0,3404,2.39
371,2010-08-02,21,784.0,0.0,0.0,0,3404,3.34
372,2010-08-03,4,3740.0,17.9,1.0,1,8003,1.14
373,2010-08-03,7,3031.0,17.9,1.0,1,8003,1.64
374,2010-08-03,10,2624.0,0.0,0.0,0,8003,2.05
375,2010-08-03,21,1996.0,0.0,0.0,0,8003,3.01
376,2010-08-04,4,2800.0,21.4,0.0,1,8455,2.02
377,2010-08-04,7,2225.0,21.4,0.0,1,8455,2.8
378,2010-08-04,10,1871.0,0.0,0.0,0,8455,3.52
379,2010-08-04,21,1317.0,0.0,0.0,0,8455,5.42
380,2010-08-05,4,2700.0,23.3,0.0,1,8504,2.15
381,2010-08-05,7,1987.0,23.3,0.0,1,8504,3.28
382,2010-08-05,10,1639.0,0.0,0.0,0,8504,4.19
383,2010-08-05,21,1179.0,0.0,0.0,0,8504,6.21
384,2010-08-06,4,2744.0,23.3,0.0,1,6229,1.27
385,2010-08-06,7,2003.0,23.3,0.0,1,6229,2.11
386,2010-08-06,10,1745.0,0.0,0.0,0,6229,2.57
387,2010-08-06,21,1263.0,0.0,0.0,0,6229,3.93
388,2010-08-07,4,2596.0,20.7,1.0,1,5841,1.25
389,2010-08-07,7,2042.0,20.7,1.0,1,5841,1.86
390,2010-08-07,10,1803.0,0.0,0.0,0,5841,2.24
391,2010-08-07,21,1273.0,0.0,0.0,0,5841,3.59
392,2010-08-08,4,1386.0,18.5,0.0,1,2911,1.1
393,2010-08-08,7,1107.0,18.5,0.0,1,2911,1.63
394,2010-08-08,10,970.0,0.0,0.0,0,2911,2.0
395,2010-08-08,21,680.0,0.0,0.0,0,2911,3.28
396,2010-08-09,4,1337.0,23.7,0.0,1,3101,1.32
397,2010-08-09,7,1104.0,23.7,0.0,1,3101,1.81
398,2010-08-09,10,960.0,0.0,0.0,0,3101,2.23
399,2010-08-09,21,745.0,0.0,0.0,0,3101,3.16
400,2010-08-10,4,2367.0,22.2,0.0,1,6130,1.59
401,2010-08-10,7,1934.0,22.2,0.0,1,6130,2.17
402,2010-08-10,10,1609.0,0.0,0.0,0,6130,2.81
403,2010-08-10,21,1157.0,0.0,0.0,0,6130,4.3
404,2010-08-11,4,1534.0,23.1,0.0,1,4971,2.24
405,2010-08-11,7,1212.0,23.1,0.0,1,4971,3.1
406,2010-08-11,10,1006.0,0.0,0.0,0,4971,3.94
407,2010-08-11,21,701.0,0.0,0.0,0,4971,6.09
408,2010-08-12,4,1357.0,24.8,0.0,1,3665,1.7
409,2010-08-12,7,1088.0,24.8,0.0,1,3665,2.37
410,2010-08-12,10,947.0,0.0,0.0,0,3665,2.87
411,2010-08-12,21,659.0,0.0,0.0,0,3665,4.56
412,2010-08-13,4,1416.0,26.5,0.0,1,3441,1.43
413,2010-08-13,7,1147.0,26.5,0.0,1,3441,2.0
414,2010-08-13,10,1018.0,0.0,0.0,0,3441,2.38
415,2010-08-13,21,724.0,0.0,0.0,0,3441,3.75
416,2010-08-14,4,1704.0,27.0,0.0,1,4378,1.57
417,2010-08-14,7,1372.0,27.0,0.0,1,4378,2.19
418,2010-08-14,10,1230.0,0.0,0.0,0,4378,2.56
419,2010-08-14,21,899.0,0.0,0.0,0,4378,3.87
420,2010-08-15,4,1124.0,23.8,1.0,1,2586,1.3
421,2010-08-15,7,889.0,23.8,1.0,1,2586,1.91
422,2010-08-15,10,801.0,0.0,0.0,0,2586,2.23
423,2010-08-15,21,608.0,0.0,0.0,0,2586,3.25
424,2010-08-16,4,1028.0,21.6,0.0,1,2426,1.36
425,2010-08-16,7,863.0,21.6,0.0,1,2426,1.81
426,2010-08-16,10,756.0,0.0,0.0,0,2426,2.21
427,2010-08-16,21,548.0,0.0,0.0,0,2426,3.43
428,2010-08-17,4,671.0,22.3,1.0,1,1784,1.66
429,2010-08-17,7,581.0,22.3,1.0,1,1784,2.07
430,2010-08-17,10,496.0,0.0,0.0,0,1784,2.6
